Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:00<00:02,  1.20it/s]Loading checkpoint shards:  50%|█████     | 2/4 [00:01<00:01,  1.28it/s]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:02<00:00,  1.30it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:02<00:00,  1.64it/s]
{"example_id": 0, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 57, "huginn_relative_fixed_point_residuals": {"0": 3.329792022705078, "8": 0.07590077817440033, "16": 0.004702582024037838, "32": 0.00014205374463927, "64": 7.624404679518193e-05}, "jump_relative_fixed_point_residual": 0.6701447367668152, "jump_answer_token_cross_entropy": 2.8515281677246094, "jump_first_answer_token_cross_entropy": 5.975994110107422, "jump_answer_tokens_correct": 20, "jump_first_answer_token_correct": false}
{"example_id": 11, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 144, "huginn_relative_fixed_point_residuals": {"0": 3.354707956314087, "8": 0.08770128339529037, "16": 0.005751876160502434, "32": 0.00048511201748624444, "64": 0.0003947975637856871}, "jump_relative_fixed_point_residual": 0.6500744223594666, "jump_answer_token_cross_entropy": 2.6550872325897217, "jump_first_answer_token_cross_entropy": 1.890025019645691, "jump_answer_tokens_correct": 58, "jump_first_answer_token_correct": true}
{"example_id": 12, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 137, "huginn_relative_fixed_point_residuals": {"0": 3.356153726577759, "8": 0.07815452665090561, "16": 0.007233678828924894, "32": 0.0001797030126908794, "64": 8.667261863593012e-05}, "jump_relative_fixed_point_residual": 0.6377689838409424, "jump_answer_token_cross_entropy": 2.8048794269561768, "jump_first_answer_token_cross_entropy": 3.0530056953430176, "jump_answer_tokens_correct": 44, "jump_first_answer_token_correct": false}
{"example_id": 13, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 130, "huginn_relative_fixed_point_residuals": {"0": 3.3211264610290527, "8": 0.07208385318517685, "16": 0.006365859415382147, "32": 0.00019584714027587324, "64": 7.715486572124064e-05}, "jump_relative_fixed_point_residual": 0.7591037750244141, "jump_answer_token_cross_entropy": 4.4738006591796875, "jump_first_answer_token_cross_entropy": 2.42665958404541, "jump_answer_tokens_correct": 29, "jump_first_answer_token_correct": false}
{"example_id": 14, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 152, "huginn_relative_fixed_point_residuals": {"0": 3.3512351512908936, "8": 0.0909092128276825, "16": 0.0069365487433969975, "32": 0.00016404521011281759, "64": 9.412965300725773e-05}, "jump_relative_fixed_point_residual": 0.6615796089172363, "jump_answer_token_cross_entropy": 2.9668362140655518, "jump_first_answer_token_cross_entropy": 3.1519057750701904, "jump_answer_tokens_correct": 60, "jump_first_answer_token_correct": false}
{"example_id": 15, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 163, "huginn_relative_fixed_point_residuals": {"0": 3.352858781814575, "8": 0.09235977381467819, "16": 0.009253598749637604, "32": 0.0005782704683952034, "64": 0.0005262375343590975}, "jump_relative_fixed_point_residual": 0.6591647267341614, "jump_answer_token_cross_entropy": 2.989360809326172, "jump_first_answer_token_cross_entropy": 3.5683109760284424, "jump_answer_tokens_correct": 51, "jump_first_answer_token_correct": false}
{"example_id": 16, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 145, "huginn_relative_fixed_point_residuals": {"0": 3.3469343185424805, "8": 0.07781697064638138, "16": 0.004710775800049305, "32": 0.00011432068276917562, "64": 9.235585457645357e-05}, "jump_relative_fixed_point_residual": 0.6442089080810547, "jump_answer_token_cross_entropy": 2.8863534927368164, "jump_first_answer_token_cross_entropy": 3.6384148597717285, "jump_answer_tokens_correct": 59, "jump_first_answer_token_correct": false}
{"example_id": 17, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 186, "huginn_relative_fixed_point_residuals": {"0": 3.3422911167144775, "8": 0.07876238971948624, "16": 0.0056044235825538635, "32": 0.0006231244187802076, "64": 0.0005079820984974504}, "jump_relative_fixed_point_residual": 0.6563954949378967, "jump_answer_token_cross_entropy": 2.776531219482422, "jump_first_answer_token_cross_entropy": 2.653541088104248, "jump_answer_tokens_correct": 73, "jump_first_answer_token_correct": false}
{"example_id": 18, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 99, "huginn_relative_fixed_point_residuals": {"0": 3.3378288745880127, "8": 0.06463655084371567, "16": 0.004358989652246237, "32": 0.00013931674766354263, "64": 8.717017044546083e-05}, "jump_relative_fixed_point_residual": 0.6593913435935974, "jump_answer_token_cross_entropy": 2.9821207523345947, "jump_first_answer_token_cross_entropy": 3.557262659072876, "jump_answer_tokens_correct": 20, "jump_first_answer_token_correct": false}
{"example_id": 19, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 174, "huginn_relative_fixed_point_residuals": {"0": 3.3333029747009277, "8": 0.07162453979253769, "16": 0.004825944546610117, "32": 0.00015543814515694976, "64": 9.210258576786146e-05}, "jump_relative_fixed_point_residual": 0.7380961775779724, "jump_answer_token_cross_entropy": 3.764087200164795, "jump_first_answer_token_cross_entropy": 3.5975735187530518, "jump_answer_tokens_correct": 54, "jump_first_answer_token_correct": false}
{"example_id": 20, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 127, "huginn_relative_fixed_point_residuals": {"0": 3.3430335521698, "8": 0.07388588041067123, "16": 0.0056042480282485485, "32": 0.00013133182073943317, "64": 9.50990870478563e-05}, "jump_relative_fixed_point_residual": 0.6730526089668274, "jump_answer_token_cross_entropy": 2.8538589477539062, "jump_first_answer_token_cross_entropy": 2.7908849716186523, "jump_answer_tokens_correct": 50, "jump_first_answer_token_correct": false}
{"example_id": 21, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 65, "huginn_relative_fixed_point_residuals": {"0": 3.321380615234375, "8": 0.08276194334030151, "16": 0.006880652159452438, "32": 0.0003685830452013761, "64": 8.316495950566605e-05}, "jump_relative_fixed_point_residual": 0.669516921043396, "jump_answer_token_cross_entropy": 3.314175605773926, "jump_first_answer_token_cross_entropy": 4.750241756439209, "jump_answer_tokens_correct": 22, "jump_first_answer_token_correct": false}
{"example_id": 22, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 66, "huginn_relative_fixed_point_residuals": {"0": 3.3337275981903076, "8": 0.08186515420675278, "16": 0.006603502202779055, "32": 0.00020644952019210905, "64": 0.0001044374585035257}, "jump_relative_fixed_point_residual": 0.6680602431297302, "jump_answer_token_cross_entropy": 2.570188045501709, "jump_first_answer_token_cross_entropy": 5.226096153259277, "jump_answer_tokens_correct": 24, "jump_first_answer_token_correct": false}
{"example_id": 23, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 44, "huginn_relative_fixed_point_residuals": {"0": 3.3189330101013184, "8": 0.06813040375709534, "16": 0.0043812040239572525, "32": 0.00010017381282523274, "64": 8.401191007578745e-05}, "jump_relative_fixed_point_residual": 0.6999556422233582, "jump_answer_token_cross_entropy": 2.7936668395996094, "jump_first_answer_token_cross_entropy": 2.126931667327881, "jump_answer_tokens_correct": 18, "jump_first_answer_token_correct": true}
{"example_id": 24, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 69, "huginn_relative_fixed_point_residuals": {"0": 3.3368258476257324, "8": 0.07472687214612961, "16": 0.005656483583152294, "32": 0.00016459937614854425, "64": 0.00016051142301876098}, "jump_relative_fixed_point_residual": 0.7192007899284363, "jump_answer_token_cross_entropy": 3.9265735149383545, "jump_first_answer_token_cross_entropy": 4.281284332275391, "jump_answer_tokens_correct": 12, "jump_first_answer_token_correct": false}
{"example_id": 25, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 150, "huginn_relative_fixed_point_residuals": {"0": 3.358307123184204, "8": 0.07882517576217651, "16": 0.004439455457031727, "32": 0.00017723294149618596, "64": 0.0004898282350040972}, "jump_relative_fixed_point_residual": 0.6632402539253235, "jump_answer_token_cross_entropy": 2.286243438720703, "jump_first_answer_token_cross_entropy": 7.315428733825684, "jump_answer_tokens_correct": 74, "jump_first_answer_token_correct": false}
{"example_id": 26, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 65, "huginn_relative_fixed_point_residuals": {"0": 3.35202956199646, "8": 0.08381777256727219, "16": 0.008370046503841877, "32": 0.00030538608552888036, "64": 0.0004084301763214171}, "jump_relative_fixed_point_residual": 0.6093699932098389, "jump_answer_token_cross_entropy": 2.9668524265289307, "jump_first_answer_token_cross_entropy": 6.1155195236206055, "jump_answer_tokens_correct": 16, "jump_first_answer_token_correct": false}
{"example_id": 27, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 82, "huginn_relative_fixed_point_residuals": {"0": 3.3552916049957275, "8": 0.07446427643299103, "16": 0.00401660380885005, "32": 0.0001221677230205387, "64": 8.447028085356578e-05}, "jump_relative_fixed_point_residual": 0.6790228486061096, "jump_answer_token_cross_entropy": 3.5578927993774414, "jump_first_answer_token_cross_entropy": 3.171039581298828, "jump_answer_tokens_correct": 18, "jump_first_answer_token_correct": false}
{"example_id": 28, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 66, "huginn_relative_fixed_point_residuals": {"0": 3.3305580615997314, "8": 0.087192602455616, "16": 0.006463436875492334, "32": 0.00012723497638944536, "64": 8.006334974197671e-05}, "jump_relative_fixed_point_residual": 0.64834064245224, "jump_answer_token_cross_entropy": 3.148470401763916, "jump_first_answer_token_cross_entropy": 2.4045844078063965, "jump_answer_tokens_correct": 22, "jump_first_answer_token_correct": false}
{"example_id": 29, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 83, "huginn_relative_fixed_point_residuals": {"0": 3.338681221008301, "8": 0.07333818823099136, "16": 0.004423771519213915, "32": 0.00013138326175976545, "64": 8.333773439517245e-05}, "jump_relative_fixed_point_residual": 0.6706559658050537, "jump_answer_token_cross_entropy": 3.0800046920776367, "jump_first_answer_token_cross_entropy": 1.9998235702514648, "jump_answer_tokens_correct": 28, "jump_first_answer_token_correct": true}
{"example_id": 30, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 118, "huginn_relative_fixed_point_residuals": {"0": 3.358638048171997, "8": 0.08232138305902481, "16": 0.006606815382838249, "32": 0.00022660392278339714, "64": 0.00012362409324850887}, "jump_relative_fixed_point_residual": 0.6483560800552368, "jump_answer_token_cross_entropy": 3.247973918914795, "jump_first_answer_token_cross_entropy": 2.0536680221557617, "jump_answer_tokens_correct": 40, "jump_first_answer_token_correct": true}
{"example_id": 31, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 135, "huginn_relative_fixed_point_residuals": {"0": 3.3410556316375732, "8": 0.09227685630321503, "16": 0.008045363239943981, "32": 0.00018098570581059903, "64": 0.0001000100455712527}, "jump_relative_fixed_point_residual": 0.614897608757019, "jump_answer_token_cross_entropy": 2.373436689376831, "jump_first_answer_token_cross_entropy": 1.8793306350708008, "jump_answer_tokens_correct": 60, "jump_first_answer_token_correct": true}
{"example_id": 32, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 48, "huginn_relative_fixed_point_residuals": {"0": 3.322312593460083, "8": 0.059541817754507065, "16": 0.004153196234256029, "32": 0.00011083430581493303, "64": 7.265718159032986e-05}, "jump_relative_fixed_point_residual": 0.6478263139724731, "jump_answer_token_cross_entropy": 1.9921324253082275, "jump_first_answer_token_cross_entropy": 2.5167670249938965, "jump_answer_tokens_correct": 20, "jump_first_answer_token_correct": false}
{"example_id": 33, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 84, "huginn_relative_fixed_point_residuals": {"0": 3.3376975059509277, "8": 0.06777690351009369, "16": 0.005622183438390493, "32": 0.00013792446407023817, "64": 8.232232357840985e-05}, "jump_relative_fixed_point_residual": 0.6555243134498596, "jump_answer_token_cross_entropy": 3.623746633529663, "jump_first_answer_token_cross_entropy": 3.709902048110962, "jump_answer_tokens_correct": 29, "jump_first_answer_token_correct": false}
{"example_id": 34, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 98, "huginn_relative_fixed_point_residuals": {"0": 3.325042963027954, "8": 0.08917856216430664, "16": 0.006753877736628056, "32": 0.000187610654393211, "64": 9.421932918485254e-05}, "jump_relative_fixed_point_residual": 0.6846221089363098, "jump_answer_token_cross_entropy": 3.8708152770996094, "jump_first_answer_token_cross_entropy": 5.5969743728637695, "jump_answer_tokens_correct": 25, "jump_first_answer_token_correct": false}
{"example_id": 35, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 78, "huginn_relative_fixed_point_residuals": {"0": 3.3560454845428467, "8": 0.07009486109018326, "16": 0.005086005665361881, "32": 0.00011853121395688504, "64": 7.91735656093806e-05}, "jump_relative_fixed_point_residual": 0.6647663116455078, "jump_answer_token_cross_entropy": 2.7770726680755615, "jump_first_answer_token_cross_entropy": 2.8155815601348877, "jump_answer_tokens_correct": 23, "jump_first_answer_token_correct": false}
{"example_id": 36, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 135, "huginn_relative_fixed_point_residuals": {"0": 3.3239223957061768, "8": 0.07903262227773666, "16": 0.005275147035717964, "32": 0.00012386245361994952, "64": 8.917447121348232e-05}, "jump_relative_fixed_point_residual": 0.6566854119300842, "jump_answer_token_cross_entropy": 3.5213184356689453, "jump_first_answer_token_cross_entropy": 2.7348713874816895, "jump_answer_tokens_correct": 31, "jump_first_answer_token_correct": false}
{"example_id": 37, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 115, "huginn_relative_fixed_point_residuals": {"0": 3.333012580871582, "8": 0.07864828407764435, "16": 0.006969991605728865, "32": 0.0002023045817622915, "64": 8.798306953394786e-05}, "jump_relative_fixed_point_residual": 0.6193820238113403, "jump_answer_token_cross_entropy": 2.5871126651763916, "jump_first_answer_token_cross_entropy": 2.3284912109375, "jump_answer_tokens_correct": 37, "jump_first_answer_token_correct": false}
{"example_id": 38, "source_checkpoint_sha256": "d72e6797ab5a67735af294c46395fb420efe6a3ceed28189e0760f7d7d5c6e90", "protocol_binding_sha256": "4ae8544c88e33f2ee54db4d1104a36d79be6c844a58d510f0a738b6424297f4a", "answer_tokens": 127, "huginn_relative_fixed_point_residuals": {"0": 3.336515426635742, "8": 0.07027935236692429, "16": 0.004694209434092045, "32": 0.00014971866039559245, "64": 7.902407378423959e-05}, "jump_relative_fixed_point_residual": 0.6536407470703125, "jump_answer_token_cross_entropy": 2.3338325023651123, "jump_first_answer_token_cross_entropy": 2.5943410396575928, "jump_answer_tokens_correct": 64, "jump_first_answer_token_correct": false}
